Time Trial,Rocky Road Speedway,1,comic,0:13.961
Time Trial,Rocky Road Speedway,2,krrly,0:14.069
Time Trial,Lighthouse Loop,1,vaurien,0:25.747
Time Trial,Lighthouse Loop,2,comic,0:25.767
